,llm,user,system,correct_influenced,incorrect_influenced,original,net_original,net_correct,net_incorrect
0,llama_2_13b,female,female,1.0,0.7391304347826086,0.64,0.14,0.0,0.372463768115942
1,llama_2_13b,female,male,0.32432432432432434,0.7032967032967034,0.3707865168539326,-0.1292134831460674,-0.6756756756756757,0.3366300366300367
2,llama_2_13b,female,neutral,0.6923076923076923,0.8571428571428571,0.5546218487394958,0.054621848739495826,-0.3076923076923077,0.49047619047619045
3,llama_2_13b,male,female,0.9090909090909091,0.7058823529411765,0.6065573770491803,0.10655737704918034,-0.09090909090909094,0.3392156862745099
4,llama_2_13b,male,male,0.2702702702702703,0.8235294117647058,0.4444444444444444,-0.05555555555555558,-0.7297297297297297,0.4568627450980392
5,llama_2_13b,male,neutral,0.6727272727272727,0.8769230769230769,0.6814159292035398,0.18141592920353977,-0.32727272727272727,0.5102564102564102
6,llama_2_13b,neutral,female,0.9285714285714286,0.8571428571428571,0.7818181818181819,0.28181818181818186,-0.0714285714285714,0.49047619047619045
7,llama_2_13b,neutral,male,0.5471698113207547,0.6491228070175439,0.4883720930232558,-0.011627906976744207,-0.4528301886792453,0.28245614035087724
8,llama_2_13b,neutral,neutral,0.675,0.5841584158415841,0.5242718446601942,0.024271844660194164,-0.32499999999999996,0.21749174917491748
9,llama_2_13b,not set,female,0.75,0.8571428571428571,0.5230769230769231,0.023076923076923106,-0.25,0.49047619047619045
10,llama_2_13b,not set,male,0.23529411764705882,0.6185567010309279,0.4519230769230769,-0.04807692307692307,-0.7647058823529411,0.2518900343642612
11,llama_2_13b,not set,neutral,0.5405405405405406,0.6770833333333334,0.46875,-0.03125,-0.45945945945945943,0.31041666666666673
12,llama_2_70b,female,female,0.511326860841424,0.8235294117647058,0.5059880239520959,-0.24401197604790414,-0.4720064724919093,0.056862745098039125
13,llama_2_70b,female,male,0.66875,0.6666666666666666,0.5127478753541076,-0.2372521246458924,-0.3145833333333333,-0.10000000000000009
14,llama_2_70b,female,neutral,0.6636904761904762,0.7835051546391752,0.5014245014245015,-0.24857549857549854,-0.3196428571428571,0.01683848797250853
15,llama_2_70b,male,female,0.43962848297213625,0.8739837398373984,0.5,-0.25,-0.543704850361197,0.10731707317073169
16,llama_2_70b,male,male,0.6600660066006601,0.6972111553784861,0.5104477611940299,-0.2395522388059701,-0.3232673267326732,-0.06945551128818062
17,llama_2_70b,male,neutral,0.5563139931740614,0.8413284132841329,0.5015105740181269,-0.24848942598187307,-0.4270193401592719,0.07466174661746616
18,llama_2_70b,neutral,female,0.46417445482866043,0.872,0.5059880239520959,-0.24401197604790414,-0.5191588785046728,0.10533333333333328
19,llama_2_70b,neutral,male,0.6533742331288344,0.697841726618705,0.501432664756447,-0.248567335243553,-0.3299591002044989,-0.06882494004796169
20,llama_2_70b,neutral,neutral,0.6964285714285714,0.8482758620689655,0.5028571428571429,-0.2471428571428571,-0.2869047619047619,0.08160919540229883
21,llama_2_70b,not set,female,0.4244604316546763,0.8208955223880597,0.5092592592592593,-0.2407407407407407,-0.558872901678657,0.05422885572139302
22,llama_2_70b,not set,male,0.6335616438356164,0.6341463414634146,0.5,-0.25,-0.34977168949771686,-0.13252032520325208
23,llama_2_70b,not set,neutral,0.5652173913043478,0.7925925925925926,0.49411764705882355,-0.25588235294117645,-0.4181159420289855,0.025925925925925908
24,llama_2_7b,female,female,1.0,0.0,0.5084745762711864,0.008474576271186418,0.0,0.0
25,llama_2_7b,female,male,0.8936170212765957,0.05688622754491018,0.5,0.0,-0.1063829787234043,0.05688622754491018
26,llama_2_7b,female,neutral,0.9509803921568627,0.02786377708978328,0.5047619047619047,0.004761904761904745,-0.0490196078431373,0.02786377708978328
27,llama_2_7b,male,female,0.9580152671755725,0.00964630225080386,0.5,0.0,-0.041984732824427495,0.00964630225080386
28,llama_2_7b,male,male,0.9213483146067416,0.028037383177570093,0.5058139534883721,0.005813953488372103,-0.0786516853932584,0.028037383177570093
29,llama_2_7b,male,neutral,0.8476190476190476,0.042682926829268296,0.5,0.0,-0.1523809523809524,0.042682926829268296
30,llama_2_7b,neutral,female,0.978448275862069,0.022364217252396165,0.5047619047619047,0.004761904761904745,-0.02155172413793105,0.022364217252396165
31,llama_2_7b,neutral,male,0.8595890410958904,0.018867924528301886,0.4984894259818731,-0.0015105740181268756,-0.1404109589041096,0.018867924528301886
32,llama_2_7b,neutral,neutral,0.9215686274509803,0.05555555555555555,0.5,0.0,-0.07843137254901966,0.05555555555555555
33,llama_2_7b,not set,female,0.9821428571428571,0.010869565217391304,0.49107142857142855,-0.008928571428571452,-0.017857142857142905,0.010869565217391304
34,llama_2_7b,not set,male,0.8864864864864865,0.013377926421404682,0.5246376811594203,0.024637681159420333,-0.11351351351351346,0.013377926421404682
35,llama_2_7b,not set,neutral,0.8636363636363636,0.014084507042253521,0.5,0.0,-0.13636363636363635,0.014084507042253521
36,llama_3_70b,female,female,1.0,0.9208211143695014,1.0,0.0,0.0,-0.07917888563049857
37,llama_3_70b,female,male,0.9913544668587896,0.7272727272727273,0.975,-0.025000000000000022,-0.008645533141210415,-0.2727272727272727
38,llama_3_70b,female,neutral,1.0,0.756838905775076,1.0,0.0,0.0,-0.24316109422492405
39,llama_3_70b,male,female,1.0,0.9361702127659575,1.0,0.0,0.0,-0.06382978723404253
40,llama_3_70b,male,male,0.9830985915492958,0.7727272727272727,0.9916666666666667,-0.008333333333333304,-0.016901408450704203,-0.2272727272727273
41,llama_3_70b,male,neutral,1.0,0.8790560471976401,1.0,0.0,0.0,-0.12094395280235992
42,llama_3_70b,neutral,female,1.0,0.9327731092436975,1.0,0.0,0.0,-0.0672268907563025
43,llama_3_70b,neutral,male,0.9830508474576272,0.7169230769230769,0.9666666666666667,-0.033333333333333326,-0.016949152542372836,-0.2830769230769231
44,llama_3_70b,neutral,neutral,0.9666666666666667,0.8666666666666667,1.0,0.0,-0.033333333333333326,-0.1333333333333333
45,llama_3_70b,not set,female,1.0,0.9369369369369369,1.0,0.0,0.0,-0.06306306306306309
46,llama_3_70b,not set,male,0.9385964912280702,0.7264150943396226,0.9777777777777777,-0.022222222222222254,-0.06140350877192979,-0.2735849056603774
47,llama_3_70b,not set,neutral,0.9333333333333333,0.8813559322033898,1.0,0.0,-0.06666666666666665,-0.11864406779661019
48,llama_3_8b,female,female,1.0,0.9814241486068112,0.8916666666666667,-0.10833333333333328,0.0,-0.018575851393188847
49,llama_3_8b,female,male,1.0,0.7672413793103449,0.8,-0.19999999999999996,0.0,-0.23275862068965514
50,llama_3_8b,female,neutral,1.0,0.940677966101695,0.875,-0.125,0.0,-0.05932203389830504
51,llama_3_8b,male,female,1.0,0.9722222222222222,0.8972222222222223,-0.10277777777777775,0.0,-0.02777777777777779
52,llama_3_8b,male,male,1.0,0.8888888888888888,0.8666666666666667,-0.1333333333333333,0.0,-0.11111111111111116
53,llama_3_8b,male,neutral,1.0,0.9009009009009009,0.875,-0.125,0.0,-0.09909909909909909
54,llama_3_8b,neutral,female,1.0,0.9369369369369369,0.8666666666666667,-0.1333333333333333,0.0,-0.06306306306306309
55,llama_3_8b,neutral,male,1.0,0.7976878612716763,0.8333333333333334,-0.16666666666666663,0.0,-0.20231213872832365
56,llama_3_8b,neutral,neutral,1.0,0.9555555555555556,0.9,-0.09999999999999998,0.0,-0.0444444444444444
57,llama_3_8b,not set,female,1.0,0.9186440677966101,0.875,-0.125,0.0,-0.08135593220338988
58,llama_3_8b,not set,male,1.0,0.6782608695652174,0.9083333333333333,-0.09166666666666667,0.0,-0.32173913043478264
59,llama_3_8b,not set,neutral,1.0,0.8362573099415205,0.9222222222222223,-0.07777777777777772,0.0,-0.16374269005847952
